,Country,Continent,Rank,Title,Artists,Artist_clean,Album,Explicit,Duration
1010,Germany,Europe,11,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
1011,Germany,Europe,12,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
1012,Germany,Europe,13,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
1013,Germany,Europe,14,GEHT NICH GIBS NICH,"KC Rebell, Summer Cem",KC Rebell,GEHT NICH GIBS NICH,0,3:00
1014,Germany,Europe,15,Roller,Apache 207,Apache 207,Platte,1,2:37
1015,Germany,Europe,16,Late Night,Luciano,Luciano,Late Night,0,3:20
1016,Germany,Europe,17,Breaking Me,"Topic, A7S",Topic,Breaking Me,0,2:46
1017,Germany,Europe,18,Ich würd' lügen,KAYEF,KAYEF,Struggle Is Real,0,2:43
1018,Germany,Europe,19,Maison,Luciano,Luciano,Maison,0,3:13
1019,Germany,Europe,20,WEISSER RAUCH,FOURTY,FOURTY,WEISSER RAUCH,0,3:02
1020,Germany,Europe,21,Tränen aus Kajal,CÉLINE,CÉLINE,Tränen aus Kajal,0,2:31
1021,Germany,Europe,22,Never Let Me Down,"VIZE, Tom Gregory",VIZE,Never Let Me Down,0,2:33
1022,Germany,Europe,23,90-60-111,Shirin David,Shirin David,90-60-111,1,2:21
1023,Germany,Europe,24,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
1024,Germany,Europe,25,Some Say - Felix Jaehn Remix,"Nea, Felix Jaehn",Nea,Some Say (Felix Jaehn Remix),0,3:06
1025,Germany,Europe,26,Kings & Queens,Ava Max,Ava Max,Kings & Queens,0,2:42
1026,Germany,Europe,27,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1027,Germany,Europe,28,WIEDER MAL,"FOURTY, Monet192",FOURTY,WIEDER MAL,0,2:55
1028,Germany,Europe,29,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
1029,Germany,Europe,30,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1030,Germany,Europe,31,Te Amo Mi Amor,Sarah Lombardi,Sarah Lombardi,Te Amo Mi Amor,0,3:04
1031,Germany,Europe,32,Salt,Ava Max,Ava Max,Salt,0,3:00
1032,Germany,Europe,33,In Your Eyes (feat. Alida),"Robin Schulz, Alida",Robin Schulz,In Your Eyes (feat. Alida),0,3:28
1033,Germany,Europe,34,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",Black Eyed Peas,MAMACITA,1,4:09
1034,Germany,Europe,35,Anders,Fero47,Fero47,Anders,0,2:53
1035,Germany,Europe,36,BaeBae,Samra,Samra,Jibrail & Iblis,0,2:47
1036,Germany,Europe,37,Supalonely,"BENEE, Gus Dapperton",BENEE,STELLA & STEVE,1,3:43
1037,Germany,Europe,38,Like I Love You,"Nico Santos, Topic",Nico Santos,Nico Santos,0,3:23
1038,Germany,Europe,39,Trendsetter,"Nimo, Rina",Nimo,Trendsetter,0,2:26
1039,Germany,Europe,40,Modela,Ardian Bujupi,Ardian Bujupi,Modela,0,2:34
1040,Germany,Europe,41,H <3 T E L,"Dardan, Monet192",Dardan,H <3 T E L,0,2:44
1041,Germany,Europe,42,Namen,Kontra K,Kontra K,Namen,1,3:18
1042,Germany,Europe,43,Conan x Xenia,"Haftbefehl, Shirin David",Haftbefehl,Conan x Xenia,1,3:20
1043,Germany,Europe,44,Sehe schwarz,"Ra'is, XATAR",Ra'is,Sehe schwarz,1,3:07
1044,Germany,Europe,45,Rollercoaster,badmómzjay,badmómzjay,Rollercoaster,1,2:45
1045,Germany,Europe,46,200 km/h,Apache 207,Apache 207,Platte,1,2:43
1046,Germany,Europe,47,The Passenger (LaLaLa),"LUM!X, MOKABY & D.T.E, Gabry Ponte",LUM!X,The Passenger (LaLaLa),0,2:39
1047,Germany,Europe,48,Rückspiegel,Sinan-G,Sinan-G,Rückspiegel,0,2:33
1048,Germany,Europe,49,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
1049,Germany,Europe,50,What's Luv,Shindy,Shindy,Byzantinische Rose,1,2:13
1050,Greece,Europe,1,Millionaire,Snik,Snik,TOPBOY,1,2:35
1051,Greece,Europe,2,Why,Snik,Snik,TOPBOY,1,3:49
1052,Greece,Europe,3,TopBoy,"Snik, Capo Plaza",Snik,TOPBOY,1,2:26
1053,Greece,Europe,4,Cubano,Snik,Snik,TOPBOY,1,2:51
1054,Greece,Europe,5,Oh No,Snik,Snik,TOPBOY,1,3:02
1055,Greece,Europe,6,Online,Snik,Snik,TOPBOY,1,3:26
1056,Greece,Europe,7,PTSD,Snik,Snik,TOPBOY,1,2:58
1057,Greece,Europe,8,Highway,Snik,Snik,TOPBOY,1,1:57
1058,Greece,Europe,9,Sinefa,Snik,Snik,TOPBOY,1,2:43
1059,Greece,Europe,10,Rockstar,Snik,Snik,TOPBOY,1,2:13
1060,Greece,Europe,11,Colpo Grosso,"Snik, Guè Pequeno, Noizy, Capo Plaza",Snik,TOPBOY,1,4:33
1061,Greece,Europe,12,Drip,"Snik, Mad Clip",Snik,TOPBOY,1,2:27
1062,Greece,Europe,13,Medusa,Snik,Snik,TOPBOY,1,2:52
1063,Greece,Europe,14,Kilo,Snik,Snik,TOPBOY,1,3:00
1064,Greece,Europe,15,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
1065,Greece,Europe,16,Cruel Summer,"DJ Stephan, Mad Clip, iLLEOo",DJ Stephan,Cruel Summer,1,3:32
1066,Greece,Europe,17,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
1067,Greece,Europe,18,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
1068,Greece,Europe,19,Woh - Remix,"Fy, Light, MC Bin Laden, Mad Clip, Mente Fuerte",Fy,Woh (Remix),1,3:50
1069,Greece,Europe,20,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1070,Greece,Europe,21,Senorita,"Snik, Tamta",Snik,Senorita,0,2:58
1071,Greece,Europe,22,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1072,Greece,Europe,23,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
1073,Greece,Europe,24,Kotera,Mad Clip,Mad Clip,Kotera,1,2:52
1074,Greece,Europe,25,IG,"Slogan, MG",Slogan,Big Chunes,1,2:39
1075,Greece,Europe,26,BIG MAN,Snik,Snik,BIG MAN,1,3:01
1076,Greece,Europe,27,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
1077,Greece,Europe,28,Who U,"MG, iLLEOo",MG,Who U,1,2:33
1078,Greece,Europe,29,Eros,"DJ Stephan, Ypo, Sophia",DJ Stephan,Eros,1,3:02
1079,Greece,Europe,30,HIGHEST IN THE ROOM,Travis Scott,Travis Scott,HIGHEST IN THE ROOM,1,2:55
1080,Greece,Europe,31,The Box,Roddy Ricch,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1081,Greece,Europe,32,Slang,"Light, Billy Sio, Atc Nico",Light,Slang,1,5:48
1082,Greece,Europe,33,SICKO MODE,Travis Scott,Travis Scott,ASTROWORLD,1,5:12
1083,Greece,Europe,34,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
1084,Greece,Europe,35,Presidente,Mad Clip,Mad Clip,Presidente,1,3:29
1085,Greece,Europe,36,Life Is Good (feat. Drake),"Future, Drake",Future,High Off Life,1,3:57
1086,Greece,Europe,37,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1087,Greece,Europe,38,Magic,Light,Light,Magic,1,2:58
1088,Greece,Europe,39,Caliente,"Mente Fuerte, Hawk, Baghdad",Mente Fuerte,Caliente,1,3:42
1089,Greece,Europe,40,WHATS POPPIN,Jack Harlow,Jack Harlow,Sweet Action,1,2:19
1090,Greece,Europe,41,GANGSTA,"Snik, A.M. SNiPER",Snik,GANGSTA,1,3:52
1091,Greece,Europe,42,Stars,"TOQUEL, Light",TOQUEL,777,1,2:47
1092,Greece,Europe,43,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
1093,Greece,Europe,44,Falling,Trevor Daniel,Trevor Daniel,Nicotine,0,2:39
1094,Greece,Europe,45,In Your Eyes,The Weeknd,The Weeknd,After Hours,1,3:57
1095,Greece,Europe,46,Cyan,Saske,Saske,Saskepticism Vol. 1,1,2:35
1096,Greece,Europe,47,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
1097,Greece,Europe,48,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
1098,Greece,Europe,49,Monos Mou,Snik,Snik,Monos Mou,1,4:00
1099,Greece,Europe,50,Party Girl,StaySolidRocky,StaySolidRocky,Party Girl,0,2:27
1100,Guatemala,North America,1,Rojo,J Balvin,J Balvin,Colores,0,2:30
1101,Guatemala,North America,2,Yo Perreo Sola,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:52
1102,Guatemala,North America,3,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",Bad Bunny,YHLQMDLG,1,4:55
1103,Guatemala,North America,4,Favorito,Camilo,Camilo,Por Primera Vez,0,3:29
1104,Guatemala,North America,5,Tattoo,Rauw Alejandro,Rauw Alejandro,Tattoo,0,3:22
1105,Guatemala,North America,6,Ignorantes,"Bad Bunny, Sech",Bad Bunny,YHLQMDLG,1,3:30
1106,Guatemala,North America,7,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1107,Guatemala,North America,8,Si Veo a Tu Mamá,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:50
1108,Guatemala,North America,9,Fantasias,"Rauw Alejandro, Farruko",Rauw Alejandro,Fantasias,0,3:19
1109,Guatemala,North America,10,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Dímelo Flow,Sigues Con El,0,3:46
1110,Guatemala,North America,11,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Rauw Alejandro,Elegí (feat. Dímelo Flow),0,3:17
1111,Guatemala,North America,12,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Dalex,Hola (Remix),0,4:09
1112,Guatemala,North America,13,Tusa,"KAROL G, Nicki Minaj",KAROL G,Tusa,0,3:20
1113,Guatemala,North America,14,Jangueo,"Alex Rose, Rafa Pabön",Alex Rose,LOST,0,4:19
1114,Guatemala,North America,15,La Difícil,Bad Bunny,Bad Bunny,YHLQMDLG,1,2:43
1115,Guatemala,North America,16,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Piso 21,Pa' Olvidarme De Ella,1,3:47
1116,Guatemala,North America,17,BYE ME FUI,Bad Bunny,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
1117,Guatemala,North America,18,Vete,Bad Bunny,Bad Bunny,YHLQMDLG,1,3:12
1118,Guatemala,North America,19,LA CANCIÓN,"J Balvin, Bad Bunny",J Balvin,OASIS,0,4:02
1119,Guatemala,North America,20,Diosa,Myke Towers,Myke Towers,Easy Money Baby,1,3:34
1120,Guatemala,North America,21,Morado,J Balvin,J Balvin,Colores,0,3:20
1121,Guatemala,North America,22,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Jhay Cortez,Famouz,0,5:09
1122,Guatemala,North America,23,La Santa,"Bad Bunny, Daddy Yankee",Bad Bunny,YHLQMDLG,1,3:26
1123,Guatemala,North America,24,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",Yandel,LAS QUE NO IBAN A SALIR,1,3:29
1124,Guatemala,North America,25,PORFA,"Feid, Justin Quiles",Feid,FERXXO (VOL 1: M.O.R),0,3:52
1125,Guatemala,North America,26,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Jhay Cortez,CÓMO SE SIENTE (Remix),1,3:47
1126,Guatemala,North America,27,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",Banda MS de Sergio Lizárraga,Qué Maldición,0,3:23
1127,Guatemala,North America,28,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Arcangel,Sigues Con El (Remix),0,3:09
1128,Guatemala,North America,29,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1129,Guatemala,North America,30,Amarillo,J Balvin,J Balvin,Colores,0,2:37
1130,Guatemala,North America,31,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
1131,Guatemala,North America,32,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1132,Guatemala,North America,33,Callaita,"Bad Bunny, Tainy",Bad Bunny,Callaita,1,4:10
1133,Guatemala,North America,34,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
1134,Guatemala,North America,35,Relación,Sech,Sech,1 of 1,0,3:04
1135,Guatemala,North America,36,Azul,J Balvin,J Balvin,Colores,0,3:25
1136,Guatemala,North America,37,PA' ROMPERLA,"Bad Bunny, Don Omar",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:14
1137,Guatemala,North America,38,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Tainy,Adicto (with Anuel AA & Ozuna),0,4:30
1138,Guatemala,North America,39,Quiéreme Mientras Se Pueda,Manuel Turizo,Manuel Turizo,Quiéreme Mientras Se Pueda,0,3:11
1139,Guatemala,North America,40,Bajo La Mesa,"Morat, Sebastian Yatra",Morat,Bajo La Mesa,0,2:37
1140,Guatemala,North America,41,Por Primera Vez,"Camilo, Evaluna Montaner",Camilo,Por Primera Vez,0,3:02
1141,Guatemala,North America,42,Se Me Olvidó,Christian Nodal,Christian Nodal,Se Me Olvidó,0,2:39
1142,Guatemala,North America,43,Tutu,"Camilo, Pedro Capó",Camilo,Por Primera Vez,0,2:59
1143,Guatemala,North America,44,BAD CON NICKY,"Bad Bunny, Nicky Jam",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:22
1144,Guatemala,North America,45,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:03
1145,Guatemala,North America,46,Si Te Vas,"Sech, Ozuna",Sech,1 of 1,0,3:24
1146,Guatemala,North America,47,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",Rauw Alejandro,El Efecto (Remix),1,4:49
1147,Guatemala,North America,48,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Anuel AA,China,0,5:01
1148,Guatemala,North America,49,A Tu Merced,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:55
1149,Guatemala,North America,50,El Efecto,"Rauw Alejandro, Chencho Corleone",Rauw Alejandro,El Efecto,0,3:37
1150,Honduras,North America,1,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",Bad Bunny,YHLQMDLG,1,4:55
1151,Honduras,North America,2,Yo Perreo Sola,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:52
1152,Honduras,North America,3,Rojo,J Balvin,J Balvin,Colores,0,2:30
1153,Honduras,North America,4,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Jhay Cortez,CÓMO SE SIENTE (Remix),1,3:47
1154,Honduras,North America,5,Ignorantes,"Bad Bunny, Sech",Bad Bunny,YHLQMDLG,1,3:30
1155,Honduras,North America,6,BYE ME FUI,Bad Bunny,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
1156,Honduras,North America,7,Si Veo a Tu Mamá,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:50
1157,Honduras,North America,8,Favorito,Camilo,Camilo,Por Primera Vez,0,3:29
1158,Honduras,North America,9,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1159,Honduras,North America,10,La Santa,"Bad Bunny, Daddy Yankee",Bad Bunny,YHLQMDLG,1,3:26
1160,Honduras,North America,11,La Difícil,Bad Bunny,Bad Bunny,YHLQMDLG,1,2:43
1161,Honduras,North America,12,Tattoo,Rauw Alejandro,Rauw Alejandro,Tattoo,0,3:22
1162,Honduras,North America,13,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",Yandel,LAS QUE NO IBAN A SALIR,1,3:29
1163,Honduras,North America,14,Vete,Bad Bunny,Bad Bunny,YHLQMDLG,1,3:12
1164,Honduras,North America,15,Diosa,Myke Towers,Myke Towers,Easy Money Baby,1,3:34
1165,Honduras,North America,16,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Dalex,Hola (Remix),0,4:09
1166,Honduras,North America,17,LA CANCIÓN,"J Balvin, Bad Bunny",J Balvin,OASIS,0,4:02
1167,Honduras,North America,18,Tusa,"KAROL G, Nicki Minaj",KAROL G,Tusa,0,3:20
1168,Honduras,North America,19,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Dímelo Flow,Sigues Con El,0,3:46
1169,Honduras,North America,20,A Tu Merced,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:55
1170,Honduras,North America,21,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Jhay Cortez,Famouz,0,5:09
1171,Honduras,North America,22,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1172,Honduras,North America,23,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Rauw Alejandro,Elegí (feat. Dímelo Flow),0,3:17
1173,Honduras,North America,24,BAD CON NICKY,"Bad Bunny, Nicky Jam",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:22
1174,Honduras,North America,25,Morado,J Balvin,J Balvin,Colores,0,3:20
1175,Honduras,North America,26,Fantasias,"Rauw Alejandro, Farruko",Rauw Alejandro,Fantasias,0,3:19
1176,Honduras,North America,27,PA' ROMPERLA,"Bad Bunny, Don Omar",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:14
1177,Honduras,North America,28,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:03
1178,Honduras,North America,29,Relación,Sech,Sech,1 of 1,0,3:04
1179,Honduras,North America,30,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
1180,Honduras,North America,31,Amarillo,J Balvin,J Balvin,Colores,0,2:37
1181,Honduras,North America,32,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Piso 21,Pa' Olvidarme De Ella,1,3:47
1182,Honduras,North America,33,PORFA,"Feid, Justin Quiles",Feid,FERXXO (VOL 1: M.O.R),0,3:52
1183,Honduras,North America,34,Callaita,"Bad Bunny, Tainy",Bad Bunny,Callaita,1,4:10
1184,Honduras,North America,35,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1185,Honduras,North America,36,Jangueo,"Alex Rose, Rafa Pabön",Alex Rose,LOST,0,4:19
1186,Honduras,North America,37,BENDICIONES,Bad Bunny,Bad Bunny,LAS QUE NO IBAN A SALIR,0,2:35
1187,Honduras,North America,38,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",Rauw Alejandro,El Efecto (Remix),1,4:49
1188,Honduras,North America,39,Bajo La Mesa,"Morat, Sebastian Yatra",Morat,Bajo La Mesa,0,2:37
1189,Honduras,North America,40,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Tainy,Adicto (with Anuel AA & Ozuna),0,4:30
1190,Honduras,North America,41,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
1191,Honduras,North America,42,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Dalex,Modo Avión,1,5:04
1192,Honduras,North America,43,Azul,J Balvin,J Balvin,Colores,0,3:25
1193,Honduras,North America,44,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
1194,Honduras,North America,45,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",Banda MS de Sergio Lizárraga,Qué Maldición,0,3:23
1195,Honduras,North America,46,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Arcangel,Sigues Con El (Remix),0,3:09
1196,Honduras,North America,47,Si Te Vas,"Sech, Ozuna",Sech,1 of 1,0,3:24
1197,Honduras,North America,48,Confía,"Sech, Daddy Yankee",Sech,1 of 1,0,3:22
1198,Honduras,North America,49,Infeliz,"Arcangel, Bad Bunny",Arcangel,Historias de un Capricornio,0,3:41
1199,Honduras,North America,50,Pero Ya No,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:40
1200,Hong Kong,Asia,1,Flossin',Big Loso,Big Loso,Flossin',1,1:59
1201,Hong Kong,Asia,2,"Y Ahora (feat. Alex Rose, Nengo Flow, Randy Nota Loka & Dalex)","DNA, Alex Rose, Nengo Flow, Randy Nota Loka, Dalex",DNA,"Y Ahora (feat. Alex Rose, Nengo Flow, Randy Nota Loka & Dalex)",1,5:17
1202,Hong Kong,Asia,3,X Celos,Damián V,Damián V,X Celos,0,2:27
1203,Hong Kong,Asia,4,Guaya Pared (feat. J-King y Maximan),"DNA, J-King, Maximan",DNA,Guaya Pared (feat. J-King & Maximan),1,3:27
1204,Hong Kong,Asia,5,Loveless,"YNW Jordan, Kolé, Young Fay",YNW Jordan,Loveless,1,2:55
1205,Hong Kong,Asia,6,Static Interruptions,Floating in Space - Project,Floating in Space - Project,Static Interruptions,0,5:49
1206,Hong Kong,Asia,7,Soak up the Drip,PBE PLUTO,PBE PLUTO,Soak up the Drip,1,3:12
1207,Hong Kong,Asia,8,Lento y Sensual,Jt el Utility,Jt el Utility,Lento y Sensual,0,2:51
1208,Hong Kong,Asia,9,Booty,Windy Guai,Windy Guai,Booty,0,3:09
1209,Hong Kong,Asia,10,"Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile",Shunji Itani,Shunji Itani,Beethoveniana Nr.1,0,4:28
1210,Hong Kong,Asia,11,Tanha Nazar,Sirvan Khosravi,Sirvan Khosravi,Tanha Nazar,0,3:55
1211,Hong Kong,Asia,12,Emotional,"MariKuroso, Olivier Decrouille",MariKuroso,JOY,0,4:42
1212,Hong Kong,Asia,13,Yesteday,Thee JAE,Thee JAE,Yesteday,1,4:15
1213,Hong Kong,Asia,14,"GoGo Shred (feat. Ernie C, Johnny Hiland, Jordan Ziff, Johnny Blade & Oskar Cartaya)","Mike Mostert & The GoGo Tuner Family, Ernie C, Johnny Blade, Johnny Hiland, Jordan Ziff, Oskar Cartaya",Mike Mostert & The GoGo Tuner Family,Mike Mostert & The GoGo Tuner Family,0,4:37
1214,Hong Kong,Asia,15,Escape LA,Friday Santana,Friday Santana,Escape LA,1,3:30
1215,Hong Kong,Asia,16,Rainfall,Prince Bishop F,Prince Bishop F,Rainfall,0,3:46
1216,Hong Kong,Asia,17,This Side,Phantom Caine,Phantom Caine,Crying in Autotune,1,2:53
1217,Hong Kong,Asia,18,Your Occlusion Unbound,From Under Concrete Kings,From Under Concrete Kings,From Under Concrete Kings,1,4:32
1218,Hong Kong,Asia,19,Luna,"Dennis Fernando, Leonardo La Croix",Dennis Fernando,Luna,0,3:19
1219,Hong Kong,Asia,20,Destroyer,From Under Concrete Kings,From Under Concrete Kings,Modus Exodus,0,4:11
1220,Hong Kong,Asia,21,Sweet Night,V,V,ITAEWON CLASS (Original Television Soundtrack) Pt. 12,0,3:34
1221,Hong Kong,Asia,22,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1222,Hong Kong,Asia,23,Advienne que pourra,Keyzs-Sean Sparsfa,Keyzs-Sean Sparsfa,16.20 (Phoenix),1,3:16
1223,Hong Kong,Asia,24,Ex,Buunkin,Buunkin,W-UU,1,2:16
1224,Hong Kong,Asia,25,Quimica,Bogart Bonales,Bogart Bonales,Quimica,0,2:51
1225,Hong Kong,Asia,26,Snakecrusher,From Under Concrete Kings,From Under Concrete Kings,Modus Exodus,1,4:39
1226,Hong Kong,Asia,27,Anywhere,Torito,Torito,Anywhere,1,3:16
1227,Hong Kong,Asia,28,The Feeling,ED LIIT,ED LIIT,The Feeling,0,2:39
1228,Hong Kong,Asia,29,Runaway / Higher,Phantom Caine,Phantom Caine,Crying in Autotune,0,4:02
1229,Hong Kong,Asia,30,Party Friends,Kiian,Kiian,Party Friends,0,2:47
1230,Hong Kong,Asia,31,Heart Attack,FAO>dino,FAO>dino,Heart Attack,1,4:03
1231,Hong Kong,Asia,32,P.Y.T,"TG, Young Invent",TG,Old Habits Never Die 2,1,2:46
1232,Hong Kong,Asia,33,Rockstar,K Beezy,K Beezy,Rockstar,1,2:08
1233,Hong Kong,Asia,34,Call on Me,"James Worthy, Sonna",James Worthy,Blu Leisure,1,3:33
1234,Hong Kong,Asia,35,The Kites,Luca Natale,Luca Natale,The Kites,0,3:19
1235,Hong Kong,Asia,36,Dying Inside,Zoee8,Zoee8,Dying Inside,1,2:19
1236,Hong Kong,Asia,37,Super Mario Bros (Main Theme),Luca Natale,Luca Natale,Super Mario Bros (Main Theme),0,1:51
1237,Hong Kong,Asia,38,Presiento,Los Necesarios,Los Necesarios,Presiento,0,3:47
1238,Hong Kong,Asia,39,Your Time,DeAnna Stealth,DeAnna Stealth,Your Time,0,3:09
1239,Hong Kong,Asia,40,銀河修理員,Dear Jane,Dear Jane,銀河修理員,0,3:52
1240,Hong Kong,Asia,41,Press Play,"JSnake, Nelis Joustra, Ray Bryan",JSnake,Press Play,1,3:05
1241,Hong Kong,Asia,42,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
1242,Hong Kong,Asia,43,Se acabó,Molina Molina,Molina Molina,Se acabó,0,3:02
1243,Hong Kong,Asia,44,Tik Tik Tok,Marli Space,Marli Space,Tik Tik Tok,0,2:48
1244,Hong Kong,Asia,45,All Night,Mukaybin Mukayze,Mukaybin Mukayze,All Night,0,2:55
1245,Hong Kong,Asia,46,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,831,"想見你想見你想見你(電視劇""想見你""片尾曲)",0,3:59
1246,Hong Kong,Asia,47,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",IU,eight,0,2:47
1247,Hong Kong,Asia,48,Be Kind (with Halsey),"Marshmello, Halsey",Marshmello,Be Kind (with Halsey),0,2:52
1248,Hong Kong,Asia,49,呼吸有害,Karen Mok,Karen Mok,呼吸有害,0,3:12
1249,Hong Kong,Asia,50,Piano,Nova,Nova,Piano,1,2:53
1250,Hungary,Europe,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
1251,Hungary,Europe,2,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
